Title,Review,Rating
Mind-blowing purchase,Good one 🌿,5
Worth every penny,So nice,5
Super!,Best in budget,5
Fabulous!,Nice,5
Super!,Very good phone battery is to good,5
Brilliant,Battery Not upto the mark and Camera is average but Performance is good in this mobile for this price with 90h refresh rate.Display is also good for this mobile,5
Great product,Best product 👌👌,5
Unsatisfactory,Bateery is very bad,1
Just wow!,Awesome phone in low margin & delivery guy is good person he is say Spofit & smoothly,5
Utterly Disappointed,Tower and battery issue,1
Really Nice,Excellent smartphone at this price range,4
Waste of money!,Waste of money please don't buy,1
Terrific,Satisfied,5
Worth every penny,Splendid phone,5
Bad quality,Ok but not best,2
Absolute rubbish!,Worst phone ever speaker is very very cheap quality don't buy this if u r planning for new phone,1
Simply awesome,Budget mobile Best performance.,5
Good quality product,Is price me better h superb infinix,4
Brilliant,Super,5
Just wow!,Beast phone in that budget camera 📷 is better but not ausam because it was budget mobile for family members like elders. They just want battery 🔋 back up its worthble for the range. Fingerprint working properly no problems no heat. Buy mobile without hassle,5
Waste of money!,Bad,1
Just okay,Everything is fine but the sound is not right,3
Highly recommended,"Just awesome camera is good
Battery omg just perfect
Display is very good one
Totally worth for money
It's similar to tecno mobiles
Best part is its made in india
And it also provides you a plastic transperant cover but that's not enough to protect ur phone...it would be just enough to protect ur phones from scratch but it breaks easily...it breaks in just 1week...mean it gets some scratches and breakouts",5
Classy product,Excellent,5
Awesome,Good,5
Not recommended at all,Camera performance very poor like 2000 under mobile performance,1
Great product,Nice,5
Awesome,"Best Mobile Phone In these Price Range.
Battery backup is Awesome
Big Display
Camera is Good
Performance is Good",5
Classy product,Good phone,5
Value-for-money,Better than best,4
Terrific,Amazing,5
Very Good,Okk in this price that's not bad everything is okk,4
Best in the market!,"It's a nice device but camera is not that great must improve the pixel but if you do want to buy to play games than this device is made to do so ,I play call of duty no problem like lagging and stuff loved the performance of the same",5
Delightful,good,4
Mind-blowing purchase,This is the best value smartphone,5
Terrific,Awesome product,5
Good quality product,good,4
Great product,Good performance ☺️,5
Decent product,Good,3
Awesome,Excellent Mobile,5
Mind-blowing purchase,Good product but when I ordered infinix hot 12 play I received empty box then I raised complain then issue forward to the concern team and resolved and I get new phone and phone is very good thanks #flipkart,5
Simply awesome,Best quality.best price,5
Decent product,"Charging time is too lengthy,it takes 3 hours for full charging from 20 to 100 percent",3
Great product,Very nice,5
Brilliant,Nice product 😊,5
Very poor,This phone battery is so poor,1
Horrible,"Hot 12 play Display worst quality.

Hot 8 very nice quality.",1
Highly recommended,Nice,5
Hated it!,Very bad quality,1
Nice,Battery Good,3
Just wow!,Good,5
Excellent,Gud,5
Value-for-money,Best choice,4
Super!,Well low budget nice product phone,5
Wonderful,Nyc product,5
Excellent,Very nice,5
Terrific,Good quality just like oneplus,5
Worth every penny,Amazing phone worth it,5
Really Nice,Good,4
Great product,Good product,5
Just wow!,But I have a great day I,5
Terrible product,Weast product,1
Terrific,Good,5
Good choice,Best in the segment⚡,4
Mind-blowing purchase,Super,5
Perfect product!,Nice product,5
Does the job,Nice piece,3
Nice,Battery is not work perfectly and all performance are work,3
Great product,Nice mobile you should buy this,5
Worth every penny,Better performance,5
Worst experience ever!,Worst phone ever. Lot of problems occurred in this mobile phone. It's only one month from now i purchased and the screen is already blackout. The same issue happened to one of my friend. This phone is totally not worth buying.,1
Utterly Disappointed,Software issue,1
Absolute rubbish!,It’s very bad phone please don’t buy,1
Just okay,"Voice of a Video which is recorded by Mobile camera,is breaking continuously.",3
Great product,Excellent performance in this price point,5
Fabulous!,Very good mobile and battery is the best,5
Good quality product,Good,4
Best in the market!,Good product,5
Brilliant,Very nice smart phone... I'm very happy..,5
Not good,Bad,2
Great product,Best product in Infinix mobiles hot 12 play I loved is mobile,5
Horrible,It's a super mobile in best price,1
Terrific,Amazing phone thank you Flipkart,5
Nice,Nice product,3
Hated it!,Please please don't buy this phone any time switch off and battery finish,1
Perfect product!,Fantastic product,5
Brilliant,Awesome,5
Best in the market!,"Mobile is Good value for money
But
Speaker Is Not better",5
Classy product,Super,5
Good,OK .but it needs update.,3
Good,Good,3
Did not meet expectations,Always not reachable .... when someone call,1
Does the job,"Everything approx good but back camera is not meet expectation. Body is also cheap made of plastic and boxing is also very very cheap.
Not feel this is brand.",3
Brilliant,very good,5
Mind-blowing purchase,Nyc,5
Mind-blowing purchase,Nice,5
Super!,Nice,5
Classy product,Good,5
Very poor,Proximitry senser is not working 😡,1
Super!,Super,5
Worth every penny,Super Budget Phone,5
Value-for-money,Very nice phone under this price terrific purchase must buy if low budget,4
Waste of money!,Low quality phone,1
Slightly disappointed,"Many problems facing this phone , camara very slow operating and clarity normal ,
network issues lot of problems
Mobile data one time u on automatic off",2
Classy product,Super,5
Delightful,Excellent mobile on this price segment,4
Fabulous!,best,5
Terrific purchase,Very wonderful,5
Excellent,"This review is not really written for any other reasons. I like this HOT 12 play, and this is better than I expected. I didn't think it would be like this. Fast delivery and safe package. Thanks Flipkart and seller for giving quality product.",5
Great product,Very nice,5
Wonderful,Very good mobile,5
Useless product,This is worst phone that I bought battery performance is very bad there is no support from Flipkart to replace it in I suggest that no one should buy it,1
Super!,Nice,5
Terrific,Good,5
Really Nice,Good mobile,4
Good,It's ok,3
Excellent,Good,5
Terrific purchase,This phone is very wonderfull,5
Worth the money,Good,4
Excellent,In this range this is best mobile,5
Useless product,"Hanging many time in a day, finger lock not working many time even pattern lock also not work , sound button problem... And Flipkart not returned this product... First time i feel poor experience with Flipkart",1
Nice product,Good,4
Simply awesome,Very good,5
Not recommended at all,I am not satisfied with infinix hot 12 play,1
Bad quality,Heating problem and battery discharge fast,2
Terrific,Very good infinix Hot 12 play,5
Pretty good,Very good budget mobile,4
Awesome,Have some phone... Better to all Indian mobile... Indian number 1 company infinix,5
Wonderful,Nice phone according to price...,4
Worth every penny,Good product at this rate,5
Nice product,good,4
Excellent,In this price this is the boss but cemera is just okay,5
Bad quality,Sound quality not good,2
Simply awesome,Nyc,5
Highly recommended,Nice product so butifull,5
Good choice,Very nice,4
Very poor,Display is not good,1
Super!,Very nice phone,5
Just okay,Not good and average product,3
Horrible,Worst camera,1
Great product,Must watch,5
Perfect product!,This prodact is very good,5
Good choice,Ok,4
Great product,Ok,5
Wonderful,Chepa and best super,4
Very Good,Good,4
Useless product,Battery not good,1
Worth every penny,Nice,5
Must buy!,"After 15 days of use reviewing this, phone is very good in performance, display colour ,battery, handy usable. Avarage uses time on internet is 8hours in a day cause of my work is mobile phone internet based , even I am getting upto 1.5-2 days battery backup. Just mind blowing and value for money. But I recommend to user plz use a silicon back cover for more effective, because the plastic cover which is given by company is not durable and it will break after maximum 3-4days.",5
Super!,nice product,5
Awesome,Good product,5
Classy product,Super mobile,5
Just okay,Ok ok,3
Terrific purchase,Happy with this phone at this price,5
Must buy!,Over all good at this price range.,5
Does the job,No bad,3
Don't waste your money,"Very Bad product.when you start camera it doest work,when sensor is on.when u keep sensor on display doesnt work.",1
Delightful,Value for money,4
Did not meet expectations,Poor,1
Worth every penny,Good,5
Highly recommended,Best product and thanks Flipkart,5
Worth the money,The product is awesome but its speaker calling sound is bit slow,4
Does the job,Good,3
Really Nice,It is good,4
Fabulous!,Nice & good,5
Excellent,Very nice phon. Cara quality fine. In this price good phon.,5
Mind-blowing purchase,Thanks flipkart,5
Wonderful,Good,4
Very Good,If you are looking for a camera phone then don't buy otherwise it's perfect phone for game and performance. Personally I love it and in this price range it's only phone which provides punch hole display with 6000 mah huge battery.,4
Worth every penny,"Best mobile in under 10000
Battery is awesome
Camera is ok ok
Display is bigger social media and movie watch",5
Must buy!,"good for this price

fabulous",5
Best in the market!,Good product,5
Best in the market!,Good quality,5
Delightful,Nice mobile and good features,4
Not recommended at all,Not beater phone,1
Useless product,Very bad experience. Mobile performance very bad.,1
Hated it!,"Proximity sensor are not working,call time display are not showing, don't waste your money.",1
Great product,Good,5
Perfect product!,Price level mobile is the best i am very happy,5
Excellent,Nice phone for this prize,5
Just okay,Nice phone,3
Value-for-money,This is good budget mobile,4
Terrific purchase,"#very_nyc❤️

#Battery backup is also good 😊

#camera is also good 🥰

#Thanks Flipkart ❤️",5
Wonderful,Nyc,5
Best in the market!,Product nice,5
Highly recommended,Value for money.... performance is good... battery backup easily for 2 days on heavy usage..,5
Absolute rubbish!,Very bad quality mobile,1
Waste of money!,Good,1
Unsatisfactory,Don't buy at all,1
Classy product,Nice,5
Terrific purchase,Super product,5
Simply awesome,Its mobile display very nice quality,5
Not recommended at all,Bad mobaile in india,1
Wonderful,"Nice phone,value for money",5
Terrific,Supper,5
Worth the money,Overall good Product,4
Really Nice,Awesome performance,4
Really Nice,Bidjet mobile best,4
Perfect product!,It's really a awesome phone front camera too much better,5
Does the job,Nice product,3
Highly recommended,Value for money,5
Super!,"Excellent this mobile phone
Thanks for Flipkart",5
Highly recommended,Thanks flipkart,5
Simply awesome,Nice mobile for this price.,5
Simply awesome,Good product,5
Really Nice,"Mobile is SUPERB in all ways , design wise , performance wise , battery backup is nice .
Only one thing is not up to the expectation that is Camera , specially Front camera . Camera is just ok
otherwise it's must buy Product and at this price range it's really worth of money .",4
Terrific purchase,"Far above to the expectations, go for it without any single pinch of habitation",5
Unsatisfactory,Not good,1
Must buy!,Very good,5
Classy product,Good moble,5
Highly recommended,This phone is 💯💯good 👍😊,5
Did not meet expectations,Bad mobile and bad technician,1
Super!,Perfect,5
its unbelevable,i love it,5
Worth every penny,Good,5
Delightful,Just..wow,4
Just wow!,This phone is to good and nice performance camera and all over nice👍,5
Highly recommended,"Nothing to be complaint about this phone in this price range.
Awesome display battery backup performance and everything. My brother is happy with this phone.",5
Brilliant,Nice feature 👍,5
Good quality product,Good quality mobile. Rate wise also ok.,4
Good,Goi,3
Best in the market!,Best in this price,5
very nice product in this price,good,5
Value-for-money,Thanks flipkart to delivery in two to three days....Awsm service.....phone was fantastic....,4
Wonderful,Not bad,4
Worst experience ever!,Worst phone,1
Very Good,Nice,4
Nice product,nce fone🥰,4
Fair,"Good product but very big size. Charger is not good, OVERHEATING problem. Nobody looking to solve the problem.",3
Useless product,Bogas,1
Perfect product!,Nice,5
Classy product,"Camera average
Battery awesome
Display awesome
Charging time 2.30 h
Preformence awesome
I got this only 7749 in SBI card offers
Love this😍",5
Wonderful,Nice product 👍,5
Excellent,Nice phone,5
Value-for-money,Very nice phone,4
Must buy!,Awesome,5
Good choice,good,4
Best in the market!,This phone is very good in low price ..🙏🏻🙏🏻😊,5
Worth every penny,Best fone,5
Worth the money,Nice phone ...all good... only the camera is low mp.. battery packup is good and price is good deal.,4
Worth every penny,Infinix. Hot 12play very nice 👍👍👍👍👍,5
Just wow!,Good product,5
Terrific purchase,Nic,5
Great product,So nice,5
Good quality product,"Value for money phone all is good .
Battery 🔋 performance awesome ☺️
Tqq #flipkart .",4
Just wow!,Fully satisfied,5
Good choice,Very nice product,4
Delightful,Nice phone,4
Highly recommended,Wow,5
Delightful,Very nice,4
Fabulous!,Excellent product as described,5
Worth every penny,Good 👍..,5
Worth every penny,Verry nice and beautifull product👌🏻,5
Pretty good,Awesome product at this range,4
Just wow!,Good mobile,5
Good quality product,Velue for money,4
Mind-blowing purchase,Best mobile hai,5
Best in the market!,Good 👍👍😊😊 and battery 5000mh is very best nice product 👍,5
Just okay,good,3
Horrible,Soo,1
Really Nice,Very very good,4
Super!,Good phone,5
Great product,"Thank u Flipkart
Such a good pice
Once again thank u",5
Fair,Avreg phone,3
Does the job,Camera is below average rest mobile is good enough in this price.,3
Terrific purchase,Best mobile with value of money,5
Highly recommended,I love in mobile,5
Very Good,"great experience,I hope it will last for a long time.",4
Perfect product!,Super model for infinix hot12 play,5
Good quality product,Good,4
Delightful,It's certainly one of the best under 10k. Only or the camera was a little better. It'd have been the best in the segment!,4
Pretty good,Awesome mobile in this budget renge,4
Decent product,Call voice is not clear,3
Worst experience ever!,Worst phone ever. From the day one the phone hangs so much ever after clean reset,1
Wonderful,"Infinix has brought a value for money product on the table.
Display is Okayish, camera could have been improved. Single speaker and that not too loud.. Sometime face unlock dont work ... maybe a bug which can be improved with updates.
Battery is decent. RAM management and processor is good.
Overall a nice product for daily use and if you are not a gamer.",4
Nice product,Nice,4
Just wow!,Beat phone for normal user this time requirements,5
Just okay,Good,3
Terrific,Awesome,5
Just wow!,Best mobile in value of money thanks Flipkart,5
Simply awesome,"Value for money but.
Charger& data cable very bad quality",5
Best in the market!,Go form it its.,5
Nice product,Good,4
Super!,"Unexpected device in budget,
completely worthy ...hats off Infinix !",5
Awesome,Valuable money in my mobile,5
Awesome,Ok,5
Great product,Best mobile in this price,5
Best in the market!,Best phone I used 15 days this phone is really amazing battery 🔋 outstanding budget phone am satisfied,5
Awesome,Very good,5
Must buy!,"Except camera, phone is super👍
Recommend for low budget smartphone seeker.
Realtime Processor performance is way more better than my redmi 9 power.
You can play PUBG better than redmi 9 power(uses sd 662)
Dispaly is massive and 90hz refresh rate is good enough.",5
Delightful,Good experience,4
Fabulous!,Good,5
Super!,Infinix hot 12 ply,5
Really Nice,Its nycc,4
Worth every penny,"Mobile good and nice price to mobile
Very nice mobile a",5
Slightly disappointed,"Not good, phone sometimes get hanged, working a little bit at present, let's see how many days it s go... completely disappointed this time with Infinix and Flipkart",2
Brilliant,Nice,5
Brilliant,1000 Times better than Real me C11 (2021).,5
Wonderful,"This phone is good if you want good performance display and storage in budget but there is a thing that this phones camera is verry old and bad specially selfies are verry bad and the main camera is also not sharp and it takes verry soft photos
Eccept camera over all good infinix",4
Excellent,value for money product,5
Good choice,Budget phone,4
Terrific,"Just Wonderful 😍😍..must buy this Phone..
🔥Battery is very powerful
🔥Display almost ok
😍Phone performance so smooth
🔥Camera is medium but not bad
😍Phone design is ok .
😍100% really hot look and performance
🙏🙏Thanks infinix company for this Phone...",5
Worth the money,Very good mobile. Value for money.,4
Very Good,Very nice good infinix mobile,4
Terrific purchase,Awesome,5
Fabulous!,Good 👌👌👌,5
Terrible product,Not good phone,1
Perfect product!,So good,5
Great product,"Best of price
All most buy
Very large battery
Good performance
7GB ram 64 GB storage mobile wonderfully",5
Mind-blowing purchase,Supper mobile,5
Terrible product,Please don't buy this product. Battery Backup is very poor. Take 3 to 4 hours to charge and 4 to 5 hours to discharged fully. Performance is like a 2000 mah phone.,1
Mind-blowing purchase,Really superb and excellent.value for money.Delivery Executive Mr.Balasubramaniam is kind and courteous.,5
Mind-blowing purchase,Good,5
Must buy!,Best'smartphone under 9k❤️❤️,5
Worth every penny,Nice fone,5
Perfect product!,Nice product. and good service thnks Flipkart,5
Excellent,Very very nice,5
Must buy!,Very nice,5
Must buy!,Nice product,5
Good quality product,Good at this price range,4
Fabulous!,Nice,5
Decent product,Back cover was very low quality. It's broken down in 3 days Screen gard glass scratches no good quality.Camera no good,3
Simply awesome,Superb,5
Fabulous!,Good,5
Best in the market!,"This is the best smartphone under 8.5k
Battery and performance is very good and cameras are good according to price range",5
Awesome,Ok,5
Wonderful,Nice 👍,5
Perfect product!,Nice mobile in price,5
Very Good,Excellent phone,4
Wonderful,"In this budget...this phone is just awesome..
Feature loaded phone..
But you have to compromise with camera in low light..",4
Best in the market!,Good,5
Does the job,Camera and charging time very bad.low quality images on camera.and take 4-4.5 hours to full charge,3
Awesome,Amazing product in this prize range defnirtly value for money,5
Just okay,"Valuable for Money 💸
Speaker Problem .,.....",3
Terrific,V good,5
Worth the money,Very good,4
Highly recommended,good,5
Super!,I'm happy.thanku filipkart,5
Perfect product!,Big mobile it's good,5
Worthless,Batttery drains very fast.,1
Nice product,Very good product,4
Pretty good,Good product,4
Horrible,"Main problem in infinix mobile is OTG pop, which appears again and again. It is very boring. I am facing this issue within ten of buying the mobile.",1
Worth the money,good,4
Terrific purchase,Real value for money. Big display screen. Smooth Functioning of mobile 4gb ramband 64 gb storage is excellent. Camera is decent. Only con is it has some unwanted apps and their notifications that pop up intermittently.,5
Classy product,Good Phone,5
Awesome,Good product 👍👍👍👍,5
Great product,Good,5
Not recommended at all,Mobile hiting problem,1
Wonderful,Awesome,5
Terrible product,Not recommended waste my money,1
Highly recommended,Value for money.... Good battery backup...,5
Terrific purchase,"Super mobile phone
Chif and best",5
Excellent,Good mobile,5
Classy product,Excellent,5
Don't waste your money,Very poor quality of the experience phone,1
Good choice,Good phone under this budget...worth buying...can go for it...good battery ... Large display...reviewed after 8 days use.,4
Nice product,Ok,4
Terrific,Smartphone,5
Just wow!,Nice phone big battery and big display,5
Just wow!,Nice,5
Did not meet expectations,Bad most signal problem,1
Good quality product,Vry nice mobile 📲 infinx hot 12 paly,4
Nice product,Osm....,4
Terrific,Valu for money Nice phone,5
Worth every penny,Super,5
Delightful,Very nice,4
Worth every penny,good and best in budget,5
Worth every penny,Good,5
Awesome,Very good phone. Value for money,5
Nice,Sound quality is very poor & slow.,3
Decent product,Budget phone with great features,3
Great product,Good,5
Simply awesome,Best budget phone with all facilities i like this is phone to use must buyable phone,5
Just okay,Camera quality is very bad but rest are aok,3
Classy product,Good,5
Simply awesome,Top product on this device,5
Mind-blowing purchase,It's Awesome yr😍😍,5
Classy product,"Nice mobile
Low price
And
High quality",5
Just wow!,After using for a month I will say go for this mobile if you don't use camera that much because except for camera everything is really good for this price range,5
Does the job,Ok qwality,3
Moderate,"The battery is working properly, phone is sucking battery automatically without using any application and it has charging problem also, i put this phone on charging board for 4 hours than it fulfilled, i don't like it's battery and charging problem🙄",2
Simply awesome,Very nice 😍,5
Excellent,Best,5
Fabulous!,This is amazing delivery and packing very tnx flipkart,5
Good choice,Good,4
Awesome,Good,5
Value-for-money,Mobile is very nice...I use to 6 days,4
Excellent,Best Budgetary Mobile,5
Absolute rubbish!,"Don't buy this mobile
Waste of money",1
Great product,Best product small money,5
Good quality product,Good,4
Super!,Best phone,5
Wonderful,"BEST MOBILE UNDER 9000
BEST FOR GAMING
BEST FOR PHOTO
BEST FOR EVERYTHING",5
Worthless,Mullti toch sometimes work sometimes not working is noh good for gaming realme is good,1
Good quality product,Top and best,4
Awesome,Awesome 🆒👍,5
Brilliant,Ok,5
Worth every penny,Good,5
Super!,Super cute,5
Nice product,Good phone as per price concern. Anyone can buy it.,4
Value-for-money,Awesome,4
Terrific,Good mobile.... Worth.... Cheap and best....,5
Terrific purchase,Good,5
Good quality product,"Budject smart phone. Best in this range.
Big & good display.
Good battery back up.
Good sound.
Nice design.
Good perfomance.
Camera not good.
Good back cover.",4
Awesome,Very good phone screen is very good battery backup is very good,5
Best in the market!,Goood,5
Great product,Very good mobile phone infinix hot 12 play,5
Super!,"Very good but little more improvement
I love this Smartphone",5
Very poor,"Wrost product screen fridge problem, very hang , software is totally bad performance,",1
Awesome,Supper,5
Great product,Value for money ☝,5
Terrific purchase,Iam yousing this phone one month i have no problem and this phone is value for money in this segment,5
Wonderful,Very nice mobile infinix mobile,5
Value-for-money,Really good,4
Terrible product,"Very poor and any problem tuch display ,better powar,
Camera no good...act",1
Good quality product,Good products,4
Delightful,Nice mobile,4
Simply awesome,Good,5
Excellent,Last one week onwards I m using this phone 📱 value for money. But camera is average other wise it is extraordinary good,5
Delightful,It's good,4
Horrible..but very nice budget phone..needs some improvement,"Pros: Battery, Display, Processor, RAM..Looks

Cons: Hotspot frequently disconnects, and
the loudspeaker is not good.
The back cover is very weak.
The phone size is very big to fit in the pocket. Not well designed
Bloatware.",2
Must buy!,Very nice mobile,5
Awesome,Good for this price,5
Just okay,Camra clrarity very poor,3
Super!,superb,5
Just wow!,Best phone According to price,5
Good,Slow charging,3
Classy product,Good,5
Must buy!,Super budget phone,5
Terrific purchase,Excellent,5
Fabulous!,Good product and battery life very good 👍,5
Wonderful,"Over all its good device
If you are looking for low budget device just go for it
It has premium feel on hand
Camera is useable
Battery back up is good
Processor is okay for normal uses
I ordered it for my dad and he is enjoying the device a lot",5
Nice product,Fast delivery and good product,4
Great product,Good phone,5
Wonderful,"Very cute phone
Nice display",5
Nice product,Good,4
Terrific,Nice product,5
Worth the money,Mobile is very good. but sound quality is a average,4
Just wow!,good,5
Best in the market!,I'm happy,5
Moderate,Camera is not work 😔😔,2
Highly recommended,Bes best hai to,5
Fair,Very nice 👍,3
Value-for-money,"I was exchange my realme C11 to this Infinix Hot 12 play. What I say, it is damn good smartphone for normal people.",4
Highly recommended,Very nice 👍🙂,5
Awesome,Value of money👾👌,5
Best in the market!,Super,5
Classy product,Very nice,5
Mind-blowing purchase,Nice one ☺️,5
Best in the market!,good,5
Terrible product,Don't purchase this product it's very bad service,1
Slightly disappointed,All manageable exept sound low even in high volume while talking,2
Very Good,good,4
Useless product,Not interesting this phone,1
Brilliant,Good,5
Good,Awesome Products but Speaker is very low volume,3
Perfect product!,Good,5
Awesome,Really good phone on this price ♥️,5
Best in the market!,Awesome!!!,5
Terrific purchase,Good mobile phone,5
Waste of money!,Google map not working properly navigation issue,1
Terrific purchase,Good series,5
Great product,Nice I like it,5
Terrific,Good phone under 9000must buy it,5
Fabulous!,Infinix hot 12 play mobile good for low price money and battery and Screen Good ...,5
Fair,Best mobile but voice mike problem very slow,3
Worst experience ever!,Not so good as I expected...,1
Very poor,Not bad,1
Mind-blowing purchase,Best phone at this price..,5
Classy product,Unbelievable performance value for money,5
Worth every penny,Good,5
Terrific purchase,Bast mobile valeu for money,5
Could be way better,"BATTERY NOT STANDING FOR MOR TIME, ONLY 6 HOURS STANDING,
OUT GOING CALS NOT GOING",2
Simply awesome,Best in market in this price segment,5
Worth the money,Good,4
Does the job,"Phone is good in look ,but speakers are bad for song listening purpose. it's curse to ear. Phone display is fine, but camera is lower- average in range. Battery life is good, but charging is slow.",3
Very Good,Ok and show,4
Slightly disappointed,"Very slow processor,and hanging issue also",2
Just okay,Good,3
Very poor,"Value for money if u got it on discount rate otherwise for full payment it's waste of money
Performance is ok ok
Camera quality is ok
Built material is not good",1
Nice,Camera is an average one. Battery backup is worse 4-5 hrs backup only available in a new phone.,3
Really Nice,Ok ok,4
Pretty good,"After 10 usage i honestly can say other than CAMERA portion it is best in 8000 values phones..it had better processor ,battery, looks, storage every thing on your expectations other than CAMERA",4
Nice product,Nice mobile phone,4
Classy product,"Phone Performance is good and worth for money
Battery backup superb",5
Terrific purchase,Owsm,5
Really Nice,Good,4
Terrific,This mobile is very good but getting hit more,5
Very Good,Realy nice midrang phone,4
Pretty good,Nice device.,4
Terrific,Very good,5
Useless product,Very bad condition,1
Terrific purchase,Excellent product..Go for it,5
not expect like this,"punch hole front camera
type c charging port
but....
poor camera quality, too slow charge and drain fast it not like 6k mAh, display ok but not good, back body quality is cheap.
overall you can buy it if you want to use it normally..otherwise do not buy.",1
Terrible product,Don't buy this Mobile camera quality is very bad,1
Nice product,Good,4
Highly recommended,Good,5
Perfect product!,Nice mobile,5
Fabulous!,Very good mobile,5
Best in the market!,Very nice Thanks for filpkart,5
Excellent,Product is osm,5
Pretty good,Good product thanks flipkart 🤗🤗🤗🤗🤗👍👍👍👍👍👍👌👌👌👌👌👌😊,4
Utterly Disappointed,Flipkart is very bad app,1
Excellent,"What a budget phone Flipkart has offered🤩. Awesome camera, blockbuster display,bigger battery in this price segment is no doubt unbelievable.And the colour daylight green is the best I think I have chosen.Grab this one don't miss opportunity guys..",5
Fair,Good mobile and performance,3
Wonderful,Nice 👍 product,5
Good,ALL SYSTEM IS OK BUT BATTERY ARE VERY HIGH CONSUME WITHOUT ANY OVER USAGE BUT OK,3
Terrific,Very nice,5
Brilliant,Good product this price,5
Nice product,Nice purchase.,4
Mind-blowing purchase,Good good good,5
Good quality product,Not bad,4
Must buy!,Very nice 😊😊😊,5
Simply awesome,Good,5
Perfect product!,Ok,5
Fabulous!,Amazing phone👍👍,5
Must buy!,Super 😍,5
Worth every penny,Amazing offer from flipkart! Superb handset from infinix. Already purchased hot 10s & now hot 12 play. Both are so good as well as satisfactory handsets. Thanks again infinix and also flipkart.,5
Fabulous!,Good,5
Great product,Good product,5
Good choice,Good,4
Highly recommended,Best phone in its budget segment.,5
Worst experience ever!,Phone is not good! when I use to unlock the mobile phone it gets automatically turning off screen while typing phone's password. and location also switching off automatically.,1
Perfect product!,Beautiful,5
Nice,Camera quality is poor,3
Very Good,Good,4
Must buy!,I love the camera quality of phone,5
Super!,Values for money smart phone and big display and 4 flash back side front flash Awesome 👌👌😎,5
Wonderful,Nice,5
Good choice,Best mobile,4
Really Nice,Good,4
Delightful,Superb,4
Just wow!,"Infinix hot 12 play value for money
Great performance.
Camera photo is good.
Battery performance is good. Charge once and in normal use the phone lasts one to one and a half days.",5
Fabulous!,Osm,5
Value-for-money,"Cemera quality as average, all so good",4
Wonderful,Very nice,5
Pretty good,The product was good but small scratches are there in the phone screen,4
Terrific,Very nice 👍,5
Just wow!,Nice,5
Perfect product!,Wonderful product,5
Best in the market!,Super phone,5
Waste of money!,Waste of money,1
Terrific purchase,Phone is very good impressive,5
Best in the market!,"🤗Lovely product🤗Highly recommended 👍👌

❤️❤️ ❤️Thank you Flipkart ❤️❤️❤️

❤️Thank you Seller ❤️",5
Classy product,Nice product I like infinix💞💞💞💞💞💞💞,5
Wonderful,"Good
Thanks Flipkart",5
Did not meet expectations,"Worst ever product, hanging issue from the beginning.

Don't buy this for your use.",1
Must buy!,Best in this range,5
Simply awesome,Over all product is very good,5
Good quality product,"Nice product but camera 😔 thanks Flipkart as same time delivery,,,",4
Classy product,Value for money,5
Awesome,"Excellent mind blowing purchased
Value for money package✌🏻😘",5
Awesome,Good product.cheap price.,5
Slightly disappointed,Average device,2
Very Good,Overall performance is good 😛😛,4
Mind-blowing purchase,Value for money product,5
Good choice,Value for mony.,4
Fair,"Great phone in this budget, but audio quality is average, nd camera is below average.... overall good to buy",3
Wonderful,Perfect but Truecaller not working properly,4
Simply awesome,Superb phone,5
Nice product,Good phone,4
Pretty good,Mobile is best at this range.,4
Super!,amazing product,5
Delightful,"Dont buy this phone for All rounder..ONLY GOOD THING IS BIG DISPLAY,,Remaining all WASTE!!",4
Worth the money,Gud products,4
Highly recommended,best product,5
Good quality product,Value of money,4
Good quality product,Super mobile,4
Great product,Good phone,5
Could be way better,Memory card problem not connected.,2
Mind-blowing purchase,Good for this prize,5
Just wow!,Good,5
Good,Nice product but battery 🔋 slow charging prblm,3
Value-for-money,Nice 👍 prodect,4
Worth every penny,Nice product,5
Value-for-money,Awesome,4
Just wow!,Excellent product this price range,5
Useless product,Very bed battery . Network problem . Camera quality is bed.,1
Absolute rubbish!,Not good,1
Wonderful,I love infinix mobile very happy,5
Brilliant,Imaging phone,5
Decent product,Bluetooth connectivity problem,3
Good quality product,Good,4
Terrific purchase,Good,5
Terrific,Nice phone,5
Perfect product!,Very good phone,5
Not recommended at all,brost product sensor not work other problems no replacement,1
Don't waste your money,Bad product.,1
Must buy!,Very nice phone,5
Pretty good,Good,4
Decent product,Camera too bad,3
Waste of money!,This is the worst product I've ever purchased. Since the day one it hangs though it has 4 GB ram but it still hangs alot. It also switchoff automatically while I'm using it. I don't know what's the problem with this phone. I'll suggest please don't buy this phone othewise you will also regret after the purchase just like me.,1
Brilliant,Very nice,5
Nice product,Best phone in best price,4
Delightful,"All round good not a bad ,it's value for money.",4
Fair,Ok,3
Fair,Average,3
Just wow!,Nice product 👍,5
Classy product,Good quality,5
Mind-blowing purchase,Good,5
Worth the money,Nice,4
Classy product,"Very Good Budget Phone On This Price, Love it.",5
Terrific purchase,Very strong 💪 phone 📱,5
Mind-blowing purchase,Good....,5
Simply awesome,Nice,5
Highly recommended,Best product,5
Super!,Best phone and great performance in this range.,5
Terrific,Thanks Flipkart,5
Very Good,Worth of made ney,4
Super!,Good,5
Worthless,Poor,1
Delightful,Must buy best phone in this budget 😃,4
Awesome,Good product,5
Super!,Nice,5
Mind-blowing purchase,Amazing device.,5
Just wow!,Best for the price,5
Best in the market!,Good,5
Best in the market!,Good,5
